id,rsc29,inversa,inversa a informarnte,captacion
387,"[{""section_id"": ""387"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""431"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",431,423
388,"[{""section_id"": ""388"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""433"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",433,425
389,"[{""section_id"": ""389"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""434"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",434,426
390,"[{""section_id"": ""390"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""435"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",435,427
391,"[{""section_id"": ""391"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""436"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",436,428
392,"[{""section_id"": ""392"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""437"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",437,429
393,"[{""section_id"": ""393"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""438"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",438,430
394,"[{""section_id"": ""394"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""439"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",439,431
395,"[{""section_id"": ""395"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""440"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",440,432
396,"[{""section_id"": ""396"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""442"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",442,435
397,"[{""section_id"": ""397"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""443"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",443,436
398,"[{""section_id"": ""398"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""444"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",444,433
399,"[{""section_id"": ""399"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""445"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",445,437
400,"[{""section_id"": ""400"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""446"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",446,438
401,"[{""section_id"": ""401"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""447"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",447,439
402,"[{""section_id"": ""402"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""448"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",448,440
403,"[{""section_id"": ""403"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""449"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",449,441
404,"[{""section_id"": ""404"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""450"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",450,442
405,"[{""section_id"": ""405"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""451"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",451,443
406,"[{""section_id"": ""406"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""452"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",452,444
407,"[{""section_id"": ""407"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""453"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",453,445
408,"[{""section_id"": ""408"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""454"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",454,448
409,"[{""section_id"": ""409"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""455"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",455,449
410,"[{""section_id"": ""410"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""456"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",456,450
411,"[{""section_id"": ""411"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""458"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",458,451
412,"[{""section_id"": ""412"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""459"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",459,452
413,"[{""section_id"": ""413"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""460"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",460,453
414,"[{""section_id"": ""414"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""462"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",462,454
415,"[{""section_id"": ""415"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""463"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",463,455
416,"[{""section_id"": ""416"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""464"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",464,456
417,"[{""section_id"": ""417"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""465"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",465,457
418,"[{""section_id"": ""418"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""466"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",466,459
419,"[{""section_id"": ""419"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""468"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",468,462
420,"[{""section_id"": ""420"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""471"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",471,463
421,"[{""section_id"": ""421"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""472"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",472,465
422,"[{""section_id"": ""422"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""476"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",476,471
423,"[{""section_id"": ""423"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""477"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",477,473
424,"[{""section_id"": ""424"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""478"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",478,474
425,"[{""section_id"": ""425"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""479"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",479,475
426,"[{""section_id"": ""426"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""480"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",480,476
427,"[{""section_id"": ""427"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""481"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",481,477
428,"[{""section_id"": ""428"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""482"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",482,478
429,"[{""section_id"": ""429"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""483"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",483,479
430,"[{""section_id"": ""430"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""484"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",484,480
431,"[{""section_id"": ""431"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""485"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",485,481
432,"[{""section_id"": ""432"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""486"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",486,482
433,"[{""section_id"": ""433"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""487"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",487,483
434,"[{""section_id"": ""434"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""488"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",488,484
435,"[{""section_id"": ""435"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""490"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",490,485
436,"[{""section_id"": ""436"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""492"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",492,490
437,"[{""section_id"": ""437"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""493"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",493,491
438,"[{""section_id"": ""438"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""494"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",494,492
439,"[{""section_id"": ""439"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""495"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",495,460
440,"[{""section_id"": ""440"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""496"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",496,489
441,"[{""section_id"": ""441"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""497"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",497,493
442,"[{""section_id"": ""442"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""500"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",500,494
443,"[{""section_id"": ""443"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""501"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",501,495
444,"[{""section_id"": ""444"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""502"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",502,497
445,"[{""section_id"": ""445"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""503"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",503,498
446,"[{""section_id"": ""446"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""504"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",504,499
447,"[{""section_id"": ""447"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""506"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",506,501
448,"[{""section_id"": ""448"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""507"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",507,502
449,"[{""section_id"": ""449"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""508"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",508,503
450,"[{""section_id"": ""450"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""509"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",509,504
451,"[{""section_id"": ""451"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""510"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",510,505
452,"[{""section_id"": ""452"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""511"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",511,506
453,"[{""section_id"": ""453"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""512"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",512,507
454,"[{""section_id"": ""454"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""515"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",515,510
455,"[{""section_id"": ""455"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""516"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",516,511
456,"[{""section_id"": ""456"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""517"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",517,509
457,"[{""section_id"": ""457"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""518"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",518,512
458,"[{""section_id"": ""458"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""519"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",519,513
459,"[{""section_id"": ""459"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""520"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",520,514
460,"[{""section_id"": ""460"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""521"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",521,515
461,"[{""section_id"": ""461"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""522"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",522,517
462,"[{""section_id"": ""462"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""524"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",524,518
463,"[{""section_id"": ""463"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""525"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",525,519
464,"[{""section_id"": ""464"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""526"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",526,520
465,"[{""section_id"": ""465"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""527"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",527,521
466,"[{""section_id"": ""466"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""528"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",528,522
467,"[{""section_id"": ""467"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""529"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",529,523
468,"[{""section_id"": ""468"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""530"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",530,524
469,"[{""section_id"": ""469"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""531"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",531,525
470,"[{""section_id"": ""470"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""532"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",532,526
471,"[{""section_id"": ""471"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""533"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",533,527
472,"[{""section_id"": ""472"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""534"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",534,528
473,"[{""section_id"": ""473"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""535"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",535,529
474,"[{""section_id"": ""474"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""536"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",536,530
475,"[{""section_id"": ""475"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""537"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",537,531
476,"[{""section_id"": ""476"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""538"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",538,532
477,"[{""section_id"": ""477"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""539"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",539,533
478,"[{""section_id"": ""478"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""540"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",540,534
479,"[{""section_id"": ""479"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""541"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",541,535
480,"[{""section_id"": ""480"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""542"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",542,536
481,"[{""section_id"": ""481"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""543"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",543,537
482,"[{""section_id"": ""482"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""544"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",544,538
483,"[{""section_id"": ""483"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""545"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",545,539
484,"[{""section_id"": ""484"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""546"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",546,540
485,"[{""section_id"": ""485"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""547"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",547,541
